,First Name,Date,Event,Pools,Table of 512,Table of 256,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Ayman,Mostafa,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Ayman,Mostafa,7/9/2021,Y12MS,Ref: 1,,,,,,,,,,
Ayman,Mostafa,7/10/2021,D1AMS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Ayman,Mostafa,7/10/2021,Y10MS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,,
Ayman,Mostafa,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Ayman,Mostafa,7/12/2021,DV3WS,Ref: 1,,,,,Ref: 1,,,,,
Ayman,Mostafa,7/22/2021,U19WS,Ref: 1,,,,Ref: 3,Ref: 1,,Ref: 1,,,
Ayman,Mostafa,7/23/2021,U19MS,Ref: 2,,Ref: 2,Ref: 4,Ref: 2,Ref: 1,Assist: 1,Video: 1,Ref: 1,,
Ayman,Mostafa,7/24/2021,JTMMS,,,,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,
Ayman,Mostafa,7/24/2021,U16WS,,,,,,Ref: 2,Ref: 1  Video: 1,Video: 1,Video: 1,,Ref: 1
Ayman,Mostafa,7/25/2021,U16MS,Ref: 2,,,Ref: 4,Ref: 4,Ref: 1,Ref: 1  Video: 1,Ref: 1,Video: 1,,
Baker,Tyler,7/3/2021,DV1WF,Ref: 1,,,,,,Video: 1,Video: 1,,,
Baker,Tyler,7/3/2021,U17MF,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Baker,Tyler,7/4/2021,DV1ME,Ref: 1,,,,,,Video: 1,,,,Ref: 1
Banerjee Anup,ANUP,7/5/2021,U20WF,Ref: 1,,Ref: 1,,,,,,,,
Banerjee Anup,ANUP,7/5/2021,V40MF,,,,,,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,
Banerjee Anup,ANUP,7/7/2021,V70WF,,,,,,,,Assist: 2,,,
Banerjee Anup,ANUP,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,,,,,
Barnett,Adam,7/3/2021,DV1WS,Ref: 1,,,Ref: 1,Ref: 1,,Assist: 1,,,,
Barnett,Adam,7/3/2021,U17MS,Ref: 3,,Ref: 1,Ref: 1,,,,,,,
Barnett,Adam,7/7/2021,STMWS,,,,,,,,Ref: 1,Ref: 1,,Ref: 1
Barnett,Adam,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,,,,,,,
Barnett,Adam,7/9/2021,Y12MS,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Barnett,Adam,7/9/2021,Y12WS,Ref: 1,,,,Ref: 2,,,,,,
Barnett,Adam,7/11/2021,DV2MS,Ref: 1,,,Ref: 4,Ref: 2,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,Assist: 1
Barnett,Adam,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 1,Ref: 3,Ref: 1,Ref: 1,Assist: 1,,
Barnett,Adam,7/12/2021,DV3MS,,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Barnett,Adam,7/12/2021,DV3WS,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,
Barnhart,William,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,,Ref: 1
Barnhart,William,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,,,,
Barnhart,William,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,Assist: 1,,Ref: 1,,
Barnhart,William,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,,,,
Barnhart,William,4/18/2021,Y12ME,Ref: 1,,,,Ref: 2,Ref: 2,,,,,
Barnhart,William,4/19/2021,Y10ME,Ref: 1,,,,Ref: 1,Ref: 2,,Video: 1,Assist: 1,,Video: 1
Barnhart,William,5/6/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Barnhart,William,5/6/2021,Y14WE,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,Video: 1
Barnhart,William,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,,Assist: 1,,
Barnhart,William,5/7/2021,U17WE,,,,Ref: 1,,,,,,,
Barnhart,William,5/8/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Barnhart,William,5/8/2021,U17ME,Ref: 1,,,,Ref: 2,,,,,,
Barnhart,William,5/9/2021,U20ME,Ref: 1,,,Ref: 1,,Ref: 1,Ref: 1 Video: 1,Assist: 1,Assist: 1,,Ref: 1
Barnhart,William,6/4/2021,U20MF,Ref: 1,,,,,,Ref: 1  Assist: 1,,,,
Barnhart,William,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Barnhart,William,6/5/2021,U17WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Barnhart,William,6/6/2021,DV1WF,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Barnhart,William,6/6/2021,U17MF,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1  Video: 1,Video: 1,Ref: 1,,
Barnhart,William,6/7/2021,U20WF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Barnhart,William,7/3/2021,DV1WF,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,,
Barnhart,William,7/3/2021,U17MF,Ref: 1,,Ref: 2,,,,Video: 2,Ref: 1,,,
Barnhart,William,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Barnhart,William,7/5/2021,U20WF,,,,,,,Ref: 1,,,,
Barnhart,William,7/5/2021,V50MF,Ref: 1,,,,,Ref: 2,Ref: 1,Video: 2,Assist: 1,,Video: 1
Barnhart,William,7/6/2021,U20MF,Ref: 1,,,,,,Video: 1,Ref: 1,,,
Barnhart,William,7/7/2021,Y14MF,Ref: 1,,Ref: 1,Ref: 2,,Ref: 1,,Video: 1,,,
Becker,Dylan,7/7/2021,Y14MS,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,
Becker,Dylan,7/8/2021,JTMMS,,,,,,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,
Becker,Dylan,7/8/2021,Y14WS,Ref: 1,,,Ref: 2,Ref: 2,,,Video: 1,,,
Becker,Dylan,7/9/2021,Y12WS,Ref: 1,,,,Ref: 3,Ref: 1,,Ref: 1,,,Assist: 1
Becker,Dylan,7/10/2021,D1AWS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Assist: 1
Becker,Dylan,7/10/2021,Y10WS,Ref: 1,,,,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,
Becker,Dylan,7/11/2021,DV2WS,Ref: 1,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Assist: 1,Ref: 1,,
Becker,Dylan,7/22/2021,U19ME,Ref: 1,,,,,,,,,,
Becker,Dylan,7/22/2021,U19WS,Ref: 1,,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Becker,Dylan,7/23/2021,JTMWS,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Becker,Dylan,7/24/2021,U16ME,Ref: 1,,,Ref: 1,,,,,,,
Becker,Dylan,7/24/2021,U16WS,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Becker,Dylan,7/25/2021,U16MS,Ref: 2,,,Ref: 3,Ref: 4,Ref: 1,Ref: 1  Video: 1,Ref: 1,Ref: 1,,
Becker,William,4/16/2021,Y14MS,Ref: 2,,,Ref: 4,Ref: 3,Ref: 2,Ref: 1,Video: 1,,,
Becker,William,4/16/2021,Y14WS,Ref: 1,,,,Ref: 4,Ref: 2,Ref: 1,Video: 1,,,
Becker,William,4/17/2021,DV1MS,Ref: 2,,,,Ref: 4,Ref: 2,Video: 2,Video: 1,Ref: 1  Video: 1,,
Becker,William,4/18/2021,DV1WS,Ref: 2,,,,Ref: 4,Ref: 2,Ref: 1  Video: 1,Video: 1,Video: 1,,Video: 1
Becker,William,4/18/2021,Y12MS,,,,,Ref: 3,Ref: 2,Ref: 1,Video: 1,Video: 1,,
Becker,William,6/4/2021,U20MS,,,,,Ref: 4,Ref: 1,Video: 1,,Video: 1,,
Becker,William,6/5/2021,DV1MS,Ref: 1,,,Ref: 2,Ref: 1,Ref: 2,Ref: 1  Video: 1,Video: 1,Video: 1,,
Becker,William,6/5/2021,U17WS,,,,Ref: 3,Ref: 1,Ref: 1,Video: 1,,,,Video: 1
Becker,William,6/6/2021,DV1WS,,,,Ref: 2,Ref: 4,Ref: 1,Ref: 1  Video: 1,Video: 1,,,
Becker,William,6/6/2021,U17MS,Ref: 2,,,Ref: 5,Ref: 2,Ref: 1,Ref: 1  Video: 1,Ref: 1,Ref: 1,,
Becker,William,6/7/2021,U20WS,Ref: 2,,,Ref: 5,Ref: 2,Ref: 1,Video: 1,Video: 1,,,
Becker,William,7/3/2021,DV1WS,,,,,Ref: 1,Ref: 1,Video: 1,,,,
Becker,William,7/3/2021,U17MS,Ref: 2,,,Ref: 2,Ref: 2,Ref: 1,Video: 2,Video: 1,Video: 1,,
Becker,William,7/22/2021,U19ME,Ref: 1,,,,,,,,,,
Becker,William,7/22/2021,U19WS,Ref: 1,,,,Ref: 3,Ref: 1,Video: 1,Video: 1,Video: 1,,
Becker,William,7/23/2021,JTMWS,,,,,,,,,,Ref: 1,
Becker,William,7/23/2021,U19MS,Ref: 2,,,Ref: 4,Ref: 2,Ref: 1,Video: 2,Video: 1,Video: 1,,Ref: 1
Becker,William,7/24/2021,U16ME,Ref: 1,,,Ref: 1,,,,,,,
Becker,William,7/24/2021,U16WS,Ref: 1,,,,Ref: 4,Ref: 2,Ref: 1  Video: 1,Video: 1,,,
Becker,William,7/25/2021,U16MS,Ref: 2,,,Ref: 3,Ref: 4,Ref: 2,Ref: 1  Video: 1,Ref: 1,Video: 1,,
Belanich,Susan,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1  Video: 1,Assist: 1,Video: 1,,Ref: 1
Belanich,Susan,7/3/2021,U17ME,,,Ref: 2,Ref: 1,,,,,,,
Belanich,Susan,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,Video: 1,Video: 1,Ref: 1,,
Belanich,Susan,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Bellantoni,Ralph,5/6/2021,Y14MF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Bellantoni,Ralph,5/6/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Bellantoni,Ralph,5/7/2021,U17WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Ref: 1 Assist: 1,Assist: 1,,,
Bellantoni,Ralph,5/8/2021,DV1WF,,,,Ref: 1,Ref: 1,,,,,,
Bellantoni,Ralph,5/8/2021,U17MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1 Video: 1,Assist: 1,,,
Bellantoni,Ralph,5/9/2021,U20MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bellantoni,Ralph,5/9/2021,U20WF,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,,,,,
Bellantoni,Ralph,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Bellantoni,Ralph,7/3/2021,U17ME,Ref: 1,,Ref: 1,Ref: 2,,,Video: 1,Ref: 1,,,
Bellantoni,Ralph,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Bellantoni,Ralph,7/4/2021,U17WE,Ref: 1,,,Ref: 3,Ref: 1,,,,,,
Bellantoni,Ralph,7/5/2021,STMME,,,,,,Ref: 1,,,,,
Bellantoni,Ralph,7/5/2021,U20WE,Ref: 1,,Ref: 2,Ref: 1,,,,,,,
Bellantoni,Ralph,7/6/2021,U20ME,Ref: 1,,Ref: 3,Ref: 1,,,,,,,
Bellantoni,Ralph,7/6/2021,V50WE,Ref: 1,,,,,,,Video: 2,Assist: 1,,
Bellantoni,Ralph,7/7/2021,V40ME,,,,,,Ref: 1,,,,,
Bellantoni,Ralph,7/7/2021,V50ME,Ref: 1,,,,,,,,,,
Bellantoni,Ralph,7/7/2021,V70ME,,,,,,Ref: 2,Ref: 1,Ref: 1  Assist: 1,Video: 1,,Assist: 1
Bellantoni,Ralph,7/7/2021,Y14MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Bellantoni,Ralph,7/8/2021,Y14WS,Ref: 1,,,,Ref: 2,,,,,,
Bellantoni,Ralph,7/9/2021,Y12WS,Ref: 1,,,,,,,,,,
Bellantoni,Ralph,7/12/2021,DV3MS,Ref: 1,,,Ref: 2,Ref: 1,,,,,,
Bellantoni,Ralph,7/12/2021,DV3WS,Ref: 1,,,,,,,,,,
Bellantoni,Ralph,7/22/2021,U19ME,Ref: 1,,,,,,,,,,
Bellantoni,Ralph,7/22/2021,U19WS,Ref: 1,,,Ref: 3,,,Assist: 2,,,,
Bellantoni,Ralph,7/23/2021,JTMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Bellantoni,Ralph,7/23/2021,U16WE,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Bellantoni,Ralph,7/24/2021,JTMWE,,,,,,,Ref: 1,Ref: 1,,,
Bellantoni,Ralph,7/24/2021,U16ME,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Bellantoni,Ralph,7/25/2021,U19MF,Ref: 1,,Ref: 1,,,,,,,,
Bellantoni,Ralph,7/25/2021,U19WE,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,,
Benson,Jerry,4/16/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,,
Benson,Jerry,4/16/2021,Y14WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,,
Benson,Jerry,4/17/2021,DV1ME,Ref: 1,,,Ref: 2,,,Video: 1,,,,
Benson,Jerry,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,,,,
Benson,Jerry,4/18/2021,Y12ME,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Video: 1,,
Benson,Jerry,4/19/2021,Y10ME,Ref: 1,,,,,Ref: 3,Ref: 2,Ref: 1  Assist: 1,,,
Benson,Jerry,5/6/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 2,,,Assist: 1,Video: 1,,Ref: 1
Benson,Jerry,5/7/2021,DV1ME,,,,Ref: 2,Ref: 2,,,Video: 1,,,
Benson,Jerry,5/7/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1 Video: 1,Assist: 1,,,
Benson,Jerry,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,,Ref: 1,,Video: 1,Assist: 1,,
Benson,Jerry,5/8/2021,U17ME,,,,Ref: 1,Ref: 1,,Assist: 2,,,,
Benson,Jerry,5/9/2021,U20ME,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Benson,Jerry,5/9/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1,Assist: 1,,,
Benson,Jerry,6/4/2021,U20ME,Ref: 1,,,,,,Video: 1,Assist: 1,,,
Benson,Jerry,6/5/2021,DV1ME,Ref: 1,,,,,,,,,,
Benson,Jerry,6/5/2021,U17WE,Ref: 1,,,,,,,,,,
Benson,Jerry,6/6/2021,DV1WE,Ref: 1,,,Ref: 1,,,,,,,
Benson,Jerry,6/7/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,Video: 1,,Assist: 1
Benson,Jerry,7/3/2021,DV1WE,Ref: 1,,,,,,,,,,
Benson,Jerry,7/3/2021,U17ME,Ref: 1,,,,,,Video: 1,Video: 1,,,
Benson,Jerry,7/4/2021,DV1ME,Ref: 1,,Ref: 1,,,,,,,,
Benson,Jerry,7/4/2021,U17WE,Ref: 1,,,,,,,,,,
Benson,Jerry,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,,,,
Benson,Jerry,7/5/2021,U20WE,,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Benson,Jerry,7/12/2021,DV3ME,Ref: 1,,,,,,Ref: 1,,,,
Benson,Jerry,7/12/2021,DV3WE,Ref: 1,,,,,,,,,,
Benson,Jerry,7/22/2021,U19ME,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Video: 1,Video: 1,Video: 1,,
Benson,Jerry,7/23/2021,CHRME,,,,,,,,Ref: 1,Ref: 1,,
Benson,Jerry,7/23/2021,JTMME,,,,,,Ref: 1,,,,,
Benson,Jerry,7/24/2021,CHRMF,Ref: 1,,,,,,,Ref: 1,Ref: 1,,Assist: 1
Benson,Jerry,7/24/2021,U16ME,,,,,,,Video: 1  Assist: 1,Ref: 1,,,
Benson,Jerry,7/25/2021,U19WE,Ref: 1,,,,,,Video: 1,Video: 1,,,
Benson,Jerry,8/27/2021,VETME,Ref: 1,,,,Ref: 3,Ref: 1,Ref: 2,Ref: 1,Assist: 1,,
Benson,Jerry,8/27/2021,VETWE,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Benson,Jerry,8/28/2021,V40ME,Ref: 1,,,,,Ref: 1,Ref: 2,Ref: 1  Video: 1,Video: 1,,
Benson,Jerry,8/28/2021,V60ME,Ref: 1,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Bentley,Nicholas,6/4/2021,U20ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,Ref: 1,,,,
Bentley,Nicholas,6/5/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Bentley,Nicholas,6/5/2021,U17WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bentley,Nicholas,6/6/2021,DV1WE,,,,Ref: 1,Ref: 1,,Assist: 1,Assist: 1,,,
Bentley,Nicholas,6/6/2021,U17ME,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Ref: 1  Assist: 1,Assist: 1,,
Bentley,Nicholas,6/7/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 2,,,,,,
Bentley,Nicholas,7/3/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1  Video: 1,Assist: 1,Ref: 1,,Assist: 1
Bentley,Nicholas,7/3/2021,U17ME,,,Ref: 2,Ref: 2,,,,,,,
Bentley,Nicholas,7/4/2021,DV1ME,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,
Bentley,Nicholas,7/4/2021,U17WE,Ref: 1,,Ref: 2,Ref: 1,Ref: 2,,Assist: 1,,,,
Bentley,Nicholas,7/5/2021,STMME,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Bentley,Nicholas,7/5/2021,U20WE,,,,,,,Ref: 1,,,,
Bentley,Nicholas,7/9/2021,Y12MF,,,,Ref: 2,Ref: 1,,,Ref: 1,,,
Bentley,Nicholas,7/9/2021,Y12WE,Ref: 1,,,,,,,,,,
Bentley,Nicholas,7/9/2021,Y12WF,Ref: 1,,,Ref: 1,Ref: 1,,,Assist: 1,,,
Bentley,Nicholas,7/10/2021,D1AME,Ref: 1,,,Ref: 2,Ref: 2  Video: 1,Ref: 1,,,,,
Bentley,Nicholas,7/10/2021,Y10ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Assist: 1,,
Bentley,Nicholas,7/11/2021,DV2ME,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,Assist: 1,Ref: 1,,Ref: 1
Bentley,Nicholas,7/11/2021,DV2WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,,
Bentley,Nicholas,7/12/2021,DV3ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bentley,Nicholas,7/12/2021,DV3WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bissdorf,Joan,6/4/2021,U20MF,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,Ref: 1,,,
Bissdorf,Joan,6/5/2021,DV1MF,Ref: 1,,,Ref: 3,Ref: 1,,Video: 1  Assist: 1,Ref: 1,,,
Bissdorf,Joan,6/5/2021,U17WF,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bissdorf,Joan,6/6/2021,DV1WF,,,,Ref: 1,Ref: 2,,Ref: 1  Assist: 1,,,,
Bissdorf,Joan,6/6/2021,U17MF,Ref: 1,,Ref: 2,Ref: 2,Ref: 1,Ref: 1,Ref: 1  Video: 1,Ref: 1,,,
Bissdorf,Joan,6/7/2021,U20WF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Video: 1  Assist: 1,,,,
Blake,David,7/7/2021,V50ME,,,,,,,,Video: 1,,,
Blake,David,7/11/2021,DV2WF,,,,,,,,,,,Video: 1
Blake,David,7/25/2021,U19WE,,,,,,,Video: 1,,,,
Blake,David,8/27/2021,V40MF,,,,,,,,,Video: 1,,Video: 1
Blake,David,8/28/2021,V40WE,,,,,,,,Video: 1,Video: 1,,
Blake,David,8/28/2021,V70WE,,,,,,,,Video: 1,Video: 1,,
Bookwalter,Timothy,5/6/2021,Y14ME,Ref: 1,,,Ref: 2,Ref: 3,,,Video: 1,,,
Bookwalter,Timothy,5/6/2021,Y14WE,,,,,Ref: 1,Ref: 1,,,,,
Bookwalter,Timothy,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1,,
Bookwalter,Timothy,5/7/2021,U17WE,,,,Ref: 3,Ref: 1,,,,,,
Bookwalter,Timothy,5/8/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Bookwalter,Timothy,5/8/2021,U17ME,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bookwalter,Timothy,5/9/2021,U20ME,,,,Ref: 1,,Ref: 1,,,,,
Bookwalter,Timothy,5/9/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1,Assist: 1,,,
Bookwalter,Timothy,6/5/2021,DV1ME,Ref: 1,,,,,,Ref: 1  Video: 1,Video: 1,,,Assist: 1
Bookwalter,Timothy,6/5/2021,U17WE,,,,,Ref: 1,Ref: 1,,,,,
Bookwalter,Timothy,6/6/2021,DV1WE,Ref: 1,,,Ref: 1,,,,,,,
Bookwalter,Timothy,6/6/2021,U17ME,Ref: 1,,,Ref: 3,Ref: 1,Ref: 1,,,,,
Borgos,Susan,4/16/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 2,,,Ref: 1,,,
Borgos,Susan,4/16/2021,Y14WE,,,,,Ref: 1,,Ref: 1,,,,
Borgos,Susan,4/17/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,Video: 1,Video: 1,,,Ref: 1
Borgos,Susan,4/18/2021,DV1WE,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,,,,
Borgos,Susan,4/18/2021,Y12ME,Ref: 1,,,,,,,Ref: 1,Video: 1,,
Borgos,Susan,4/19/2021,Y10WE,Ref: 1,,,,,Ref: 1,,,,,
Borgos,Susan,5/6/2021,Y14ME,Ref: 1,,,,Ref: 1,Ref: 1,,,,,
Borgos,Susan,5/7/2021,DV1ME,Ref: 1,,,,Ref: 1,Ref: 1,Video: 1,,,,Assist: 1
Borgos,Susan,5/7/2021,U17WE,,,,Ref: 2,Ref: 1,Ref: 1,,,,,
Borgos,Susan,5/8/2021,DV1WE,,,,Ref: 1,Ref: 1,,Video: 1,,,,
Borgos,Susan,5/8/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1 Assist: 1,Video: 1,Assist: 1,,Ref: 1
Borgos,Susan,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Borgos,Susan,5/9/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,,Video: 1,Assist: 1,Ref: 1,,Video: 1
Borgos,Susan,8/27/2021,VETME,Ref: 1,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Borgos,Susan,8/27/2021,VETWE,Ref: 1,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Borgos,Susan,8/28/2021,V50ME,Ref: 1,,,,,Ref: 2,Ref: 1,Video: 1,Ref: 1,,
Borgos,Susan,8/28/2021,V60WE,Ref: 1,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Brandt-Ogman,Adlai,7/6/2021,JTMWF,,,,,,,Ref: 1,Ref: 1,,,Ref: 1
Brandt-Ogman,Adlai,7/6/2021,U20MF,Ref: 1,,Ref: 1,,,,,,,,
Brandt-Ogman,Adlai,7/7/2021,STMWE,,,,,,,,Ref: 1,,,Ref: 1
Brandt-Ogman,Adlai,7/7/2021,Y14MF,Ref: 1,,,Ref: 2,,,,,,,
Brandt-Ogman,Adlai,7/8/2021,JTMMF,,,,,,Ref: 1,Ref: 1,,,,
Brandt-Ogman,Adlai,7/8/2021,Y14WF,Ref: 1,,,Ref: 1,Ref: 2,Ref: 1,,,,,
Brandt-Ogman,Adlai,7/9/2021,Y12MF,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Brandt-Ogman,Adlai,7/9/2021,Y12WF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Brandt-Ogman,Adlai,7/11/2021,DV2MF,,,,Ref: 2,Ref: 1,,,,,,
Brandt-Ogman,Adlai,7/11/2021,DV2WF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,
Brandt-Ogman,Adlai,7/12/2021,DV3MF,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Brandt-Ogman,Adlai,7/12/2021,DV3WF,Ref: 1,,,,Ref: 2,Ref: 1,,Assist: 1,,,
Bratsko,Stephen,5/6/2021,Y14ME,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,5/6/2021,Y14WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,Assist: 1
Bratsko,Stephen,5/7/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,Assist: 1,,,
Bratsko,Stephen,5/7/2021,U17WE,,,,Ref: 1,Ref: 1,Ref: 1,,,,,
Bratsko,Stephen,5/8/2021,DV1WE,Ref: 1,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Assist: 1,,,
Bratsko,Stephen,5/8/2021,U17ME,Ref: 1,,,Ref: 2,,Ref: 2,Ref: 1 Video: 1,Ref: 1,Video: 1,,
Bratsko,Stephen,5/9/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,
Bratsko,Stephen,5/9/2021,U20WE,Ref: 1,,,Ref: 2,Ref: 3,Ref: 1,Ref: 1 Assist: 1,,,,
Bratsko,Stephen,6/4/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 2,Ref: 1,Assist: 1,Assist: 1,,,
Bratsko,Stephen,6/5/2021,DV1ME,Ref: 1,,,,,,Video: 1  Assist: 1,Ref: 1,,,
